epoch,train_loss,val_scoretrack,val_loss,val_ccc,val_rmse,val_mae,val_f1,val_acc,val_kappa,val_cls_loss,val_reg_loss
85,0.005645,-0.071535,4.863441,-0.043552,1.081835,0.932567,0.25,0.333333,-0.421053,3.693074,1.170367
86,0.006132,0.093262,4.101958,-0.067099,1.120739,0.920002,0.444444,0.444444,-0.097561,2.845901,1.256057
87,0.004951,0.072024,4.339539,-0.045666,1.147642,0.9138,0.415584,0.444444,-0.153846,3.022457,1.317083
88,0.005623,0.335458,4.445394,-0.015071,1.104644,0.878108,0.649351,0.666667,0.372093,3.225156,1.220238
89,0.003942,0.227568,3.96742,-0.010152,1.063147,0.887844,0.55,0.555556,0.142857,2.837139,1.130281
90,0.003968,0.341071,4.50748,0.001768,1.203259,0.903438,0.649351,0.666667,0.372093,3.059646,1.447833
91,0.006413,0.218007,5.275862,-0.027798,1.104452,0.877923,0.5,0.555556,0.181818,4.056049,1.219814
92,0.00464,0.066464,4.748489,-0.062348,1.103148,0.932018,0.415584,0.444444,-0.153846,3.531553,1.216936
93,0.004351,-0.084063,4.903662,-0.081136,1.082567,0.950918,0.25,0.333333,-0.421053,3.731711,1.171951
94,0.005243,0.097536,4.669064,-0.054276,1.148136,0.906679,0.444444,0.444444,-0.097561,3.350847,1.318217
95,0.004652,-0.175197,4.6551,-0.092024,1.156495,0.947897,0.181818,0.222222,-0.615385,3.31762,1.337481
96,0.006163,-0.02174,4.547856,-0.040221,1.160973,0.90073,0.325,0.333333,-0.35,3.199999,1.347858
97,0.005054,-0.165956,4.517474,-0.064302,1.118902,0.928215,0.181818,0.222222,-0.615385,3.265531,1.251943
98,0.005528,0.094184,4.516349,-0.064332,1.132289,0.911335,0.444444,0.444444,-0.097561,3.23427,1.282079
99,0.005567,0.097091,4.784433,-0.055611,1.142287,0.90592,0.444444,0.444444,-0.097561,3.479614,1.304819
100,0.004715,0.089135,4.532351,-0.07948,1.132858,0.934224,0.444444,0.444444,-0.097561,3.248985,1.283367
101,0.004262,0.084834,4.24871,-0.09238,1.085208,0.943029,0.444444,0.444444,-0.097561,3.071034,1.177676
102,0.00431,0.084185,5.176932,-0.094327,1.19607,0.924804,0.444444,0.444444,-0.097561,3.746348,1.430584
103,0.004218,0.08008,4.856812,-0.106644,1.119255,0.945158,0.444444,0.444444,-0.097561,3.604081,1.252731
104,0.004849,0.075743,4.955512,-0.119654,1.150178,0.957054,0.444444,0.444444,-0.097561,3.632602,1.32291
105,0.004778,0.089228,4.766326,-0.079198,1.126346,0.927012,0.444444,0.444444,-0.097561,3.49767,1.268656
106,0.005701,0.099318,4.212948,-0.048929,1.144433,0.913263,0.444444,0.444444,-0.097561,2.903222,1.309727
107,0.007043,0.079261,4.900509,-0.109101,1.192896,0.936342,0.444444,0.444444,-0.097561,3.477509,1.423
108,0.004653,0.300482,5.826925,-0.119997,1.270011,0.951985,0.649351,0.666667,0.372093,4.213998,1.612927
109,0.004773,0.076967,4.886037,-0.115984,1.131769,0.947005,0.444444,0.444444,-0.097561,3.605137,1.2809
110,0.004716,-0.177999,4.748149,-0.100432,1.153145,0.941215,0.181818,0.222222,-0.615385,3.418406,1.329743
111,0.00531,0.089535,4.712684,-0.078277,1.165015,0.91904,0.444444,0.444444,-0.097561,3.355425,1.357259
112,0.004037,0.090322,4.986721,-0.075916,1.218333,0.929386,0.444444,0.444444,-0.097561,3.502385,1.484336
113,0.007052,-0.037951,4.434738,-0.088853,1.115871,0.938315,0.325,0.333333,-0.35,3.18957,1.245168
114,0.003575,0.201063,6.007778,-0.078629,1.249684,0.935754,0.5,0.555556,0.181818,4.446069,1.56171
115,0.005748,-0.044986,4.611419,-0.109957,1.084649,0.967342,0.325,0.333333,-0.35,3.434955,1.176464
116,0.003532,0.0916,4.711564,-0.072083,1.12884,0.925346,0.444444,0.444444,-0.097561,3.437284,1.27428
117,0.005886,0.087622,5.059215,-0.084017,1.159605,0.919805,0.444444,0.444444,-0.097561,3.714532,1.344683
