epoch,train_loss,val_scoretrack,val_loss,val_ccc,val_rmse,val_mae,val_f1,val_acc,val_kappa,val_cls_loss,val_reg_loss
28,0.014937,0.142183,4.183247,0.011803,0.958782,0.865022,0.285714,0.666667,0.129032,3.263984,0.919263
29,0.0112,0.113692,4.559872,-0.07367,1.144495,0.988297,0.285714,0.666667,0.129032,3.250004,1.309868
30,0.010311,0.105633,4.481383,-0.097848,1.098368,0.983602,0.285714,0.666667,0.129032,3.274971,1.206412
31,0.011986,0.129044,4.46432,-0.027615,1.105403,0.955237,0.285714,0.666667,0.129032,3.242403,1.221916
32,0.012914,0.118442,4.485244,-0.059422,1.099613,0.968912,0.285714,0.666667,0.129032,3.276097,1.209148
33,0.011279,0.111757,4.56377,-0.079475,1.08691,0.976708,0.285714,0.666667,0.129032,3.382397,1.181373
34,0.011305,0.12017,4.619529,-0.054236,1.102551,0.985735,0.285714,0.666667,0.129032,3.403909,1.21562
35,0.01697,0.145034,4.348868,0.020354,0.940943,0.853065,0.285714,0.666667,0.129032,3.463494,0.885373
36,0.009845,0.099755,5.080531,-0.115481,1.293372,1.124687,0.285714,0.666667,0.129032,3.407722,1.67281
37,0.007484,0.130435,4.540233,-0.023441,1.021522,0.916744,0.285714,0.666667,0.129032,3.496727,1.043506
38,0.009685,0.128603,4.513949,-0.028937,0.974212,0.891139,0.285714,0.666667,0.129032,3.564859,0.949089
39,0.009607,0.130467,4.510588,-0.023344,0.983558,0.895775,0.285714,0.666667,0.129032,3.543202,0.967386
40,0.008561,0.12679,4.593599,-0.034376,1.034262,0.913586,0.285714,0.666667,0.129032,3.523902,1.069698
41,0.00878,0.118469,4.69588,-0.05934,1.058836,0.937896,0.285714,0.666667,0.129032,3.574746,1.121134
42,0.010033,0.064252,4.643074,-0.035083,1.11059,0.947705,0.25641,0.555556,-0.028571,3.409663,1.233411
43,0.00899,0.113193,4.772901,-0.075169,1.036011,0.932895,0.285714,0.666667,0.129032,3.699581,1.073319
44,0.006585,0.109163,4.796162,-0.087257,1.024454,0.924257,0.285714,0.666667,0.129032,3.746656,1.049505
45,0.007955,0.088996,5.104019,-0.147757,1.142299,1.005098,0.285714,0.666667,0.129032,3.799171,1.304847
46,0.00793,0.089196,5.100177,-0.147158,1.128024,0.995979,0.285714,0.666667,0.129032,3.82774,1.272437
47,0.004984,0.106852,4.911805,-0.094189,1.007093,0.902279,0.285714,0.666667,0.129032,3.89757,1.014235
48,0.006592,0.077187,5.303811,-0.183187,1.225799,1.079659,0.285714,0.666667,0.129032,3.801228,1.502584
49,0.007632,0.014225,4.990023,-0.223993,1.060761,0.96424,0.266667,0.666667,0.0,3.864809,1.125214
50,0.006099,0.078167,5.003712,-0.180246,1.050312,0.952348,0.285714,0.666667,0.129032,3.900556,1.103156
51,0.005496,0.023242,5.018088,-0.196942,1.061882,0.961062,0.266667,0.666667,0.0,3.890496,1.127593
52,0.005335,0.081435,5.185661,-0.170441,1.200724,1.06205,0.285714,0.666667,0.129032,3.743922,1.441739
53,0.006606,0.111137,4.96116,-0.081337,1.032774,0.929566,0.285714,0.666667,0.129032,3.894538,1.066621
54,0.008171,0.080341,4.99529,-0.173724,1.131784,0.995813,0.285714,0.666667,0.129032,3.714355,1.280934
55,0.006359,0.081392,5.023767,-0.170572,1.079025,0.964138,0.285714,0.666667,0.129032,3.859473,1.164294
56,0.005369,0.099322,5.027522,-0.116782,1.110336,0.970503,0.285714,0.666667,0.129032,3.794676,1.232847
57,0.005564,0.142266,4.911096,0.012052,0.94803,0.833462,0.285714,0.666667,0.129032,4.012336,0.898761
58,0.006176,0.115562,4.950894,-0.068061,1.039568,0.926983,0.285714,0.666667,0.129032,3.870193,1.080701
59,0.006646,0.120118,5.076699,-0.054392,1.11457,0.974751,0.285714,0.666667,0.129032,3.834433,1.242267
60,0.004722,0.116438,4.980921,-0.065432,0.985763,0.890667,0.285714,0.666667,0.129032,4.009192,0.971729
61,0.006191,0.124838,4.905482,-0.040232,0.953835,0.843916,0.285714,0.666667,0.129032,3.995681,0.909801
62,0.008049,0.137542,4.861536,-0.002122,0.937632,0.833032,0.285714,0.666667,0.129032,3.982382,0.879154
63,0.006373,0.107092,5.233198,-0.093472,1.111522,0.980863,0.285714,0.666667,0.129032,3.997717,1.235482
64,0.00693,0.108035,5.140476,-0.09064,1.013464,0.913459,0.285714,0.666667,0.129032,4.113367,1.027108
65,0.007816,0.105442,5.22461,-0.09842,1.100587,0.975369,0.285714,0.666667,0.129032,4.013319,1.211291
66,0.004573,0.110315,5.380897,-0.083802,1.134134,1.013166,0.285714,0.666667,0.129032,4.094637,1.28626
67,0.005637,0.114722,5.182863,-0.07058,1.046586,0.925059,0.285714,0.666667,0.129032,4.087521,1.095342
68,0.00528,0.107181,5.092895,-0.093203,1.009347,0.912694,0.285714,0.666667,0.129032,4.074114,1.01878
69,0.006365,0.098823,5.218292,-0.118277,1.114486,0.974939,0.285714,0.666667,0.129032,3.976213,1.242078
70,0.00727,0.10437,5.294663,-0.101637,1.152168,0.994801,0.285714,0.666667,0.129032,3.967173,1.327491
71,0.006142,0.178167,4.959525,0.119756,0.899232,0.790884,0.285714,0.666667,0.129032,4.150907,0.808617
72,0.009003,0.143125,5.073824,0.01463,0.964334,0.862781,0.285714,0.666667,0.129032,4.143884,0.929939
73,0.006127,0.155997,4.941675,0.053245,0.914868,0.807389,0.285714,0.666667,0.129032,4.104691,0.836984
74,0.006564,0.149827,4.766526,0.034734,0.911494,0.805011,0.285714,0.666667,0.129032,3.935704,0.830822
75,0.007578,0.142198,5.045788,0.011846,0.993143,0.87187,0.285714,0.666667,0.129032,4.059455,0.986333
76,0.006566,0.113624,5.146737,-0.073876,1.060703,0.927869,0.285714,0.666667,0.129032,4.021647,1.125091
77,0.004086,0.119383,4.980377,-0.056599,0.95809,0.861533,0.285714,0.666667,0.129032,4.06244,0.917936
78,0.004889,0.13063,5.183656,-0.022857,1.085864,0.96162,0.285714,0.666667,0.129032,4.004555,1.179102
79,0.00491,0.120788,5.264849,-0.052383,1.018771,0.918562,0.285714,0.666667,0.129032,4.226954,1.037895
80,0.004784,0.045984,5.360742,-0.128715,1.014862,0.908438,0.266667,0.666667,0.0,4.330798,1.029944
81,0.006847,0.139749,5.114003,0.0045,0.945904,0.837764,0.285714,0.666667,0.129032,4.219269,0.894734
82,0.005444,0.165256,5.09361,0.081023,0.902506,0.788028,0.285714,0.666667,0.129032,4.279094,0.814516
83,0.007656,0.182023,5.010877,0.131323,0.886776,0.767884,0.285714,0.666667,0.129032,4.224506,0.786371
84,0.004775,0.15577,4.929928,0.052564,0.965429,0.828144,0.285714,0.666667,0.129032,3.997876,0.932052
85,0.005033,0.141088,5.022509,0.008519,1.065415,0.902871,0.285714,0.666667,0.129032,3.887399,1.13511
86,0.006451,0.16886,4.895212,0.091833,0.952451,0.817852,0.285714,0.666667,0.129032,3.988048,0.907164
87,0.005538,0.13425,5.187838,-0.011997,1.02322,0.885408,0.285714,0.666667,0.129032,4.140858,1.04698
88,0.005594,0.081359,5.109632,-0.022589,0.978598,0.85652,0.266667,0.666667,0.0,4.151977,0.957655
89,0.005219,0.147328,5.077992,0.027238,0.938718,0.819839,0.285714,0.666667,0.129032,4.1968,0.881192
90,0.006696,0.154804,5.159996,0.049665,0.92508,0.817426,0.285714,0.666667,0.129032,4.304223,0.855773
91,0.00519,0.15465,5.182087,0.049205,0.957084,0.838209,0.285714,0.666667,0.129032,4.266077,0.91601
92,0.003142,0.16892,4.99677,0.092012,0.901624,0.784585,0.285714,0.666667,0.129032,4.183845,0.812925
93,0.005318,0.175442,4.793044,0.111579,0.903784,0.795384,0.285714,0.666667,0.129032,3.976217,0.816826
94,0.005706,0.084242,5.20837,0.024888,1.144601,0.995061,0.25641,0.555556,-0.028571,3.898258,1.310112
95,0.009706,0.143004,5.077072,0.014265,1.023147,0.912388,0.285714,0.666667,0.129032,4.030243,1.046829
96,0.005008,0.135961,5.232284,-0.006863,1.063557,0.941385,0.285714,0.666667,0.129032,4.101131,1.131153
97,0.005556,0.165721,5.155976,0.082415,0.912923,0.804234,0.285714,0.666667,0.129032,4.322547,0.833428
98,0.00482,0.123506,5.322651,-0.044229,1.066589,0.946988,0.285714,0.666667,0.129032,4.185039,1.137611
99,0.008312,0.118494,5.242088,0.127644,0.901725,0.757191,0.25641,0.555556,-0.028571,4.42898,0.813108
100,0.005625,0.070601,5.45509,-0.054863,0.979254,0.871023,0.266667,0.666667,0.0,4.496152,0.958938
101,0.005226,0.139728,5.363503,0.004437,1.056916,0.941487,0.285714,0.666667,0.129032,4.246431,1.117072
102,0.005628,0.141751,5.247106,0.010506,0.9451,0.835579,0.285714,0.666667,0.129032,4.353892,0.893213
103,0.005041,0.136547,5.284627,-0.005105,1.019204,0.910267,0.285714,0.666667,0.129032,4.245849,1.038778
